transaction_id,user_id,amount,transaction_type,device_type,location,time_of_day,transaction_hour,is_international,previous_transactions,failed_transactions,account_age_days,is_fraud,Date,Transaction Platform
T02382,U267,25229.3,POS,tablet,Kolkata,afternoon,14,0,119,Yes,768,0,09/09/2021,BharatPe
T02383,U849,266617.31,transfer,desktop,Chennai,night,1,0,94,Yes,953,1,05/10/2018,Paytm
T02384,U280,299740.0,POS,desktop,Kolkata,afternoon,14,0,74,Yes,224,0,05/03/2025,GPay
T02385,U735,29324.8,POS,tablet,Pune,evening,19,0,189,Yes,893,0,07/07/2020,PhonePe
T02386,U182,226746.58,transfer,desktop,Pune,night,22,0,197,Yes,838,0,19/04/2022,BharatPe
T02387,U448,28058.27,online,tablet,Pune,afternoon,14,0,28,Yes,732,0,15/02/2019,PhonePe
T02388,U581,226540.37,POS,tablet,Chennai,night,4,0,85,Yes,235,0,21/07/2021,PhonePe
T02389,U957,255387.77,online,mobile,Bangalore,morning,8,0,110,Yes,765,1,02/03/2025,GPay
T02390,U648,165411.64,transfer,tablet,London,morning,7,1,3,Yes,120,1,17/11/2017,BharatPe
T02391,U368,189738.87,transfer,desktop,Delhi,afternoon,15,0,22,Yes,218,1,16/01/2020,Paytm
T02392,U219,1708.55,online,desktop,Singapore,afternoon,13,1,173,Yes,317,0,16/11/2018,Others
T02393,U872,36604.47,POS,desktop,Mumbai,morning,5,0,91,Yes,40,0,04/04/2022,GPay
T02394,U250,137684.28,ATM,desktop,Kolkata,night,21,0,83,Yes,438,1,25/09/2023,GPay
T02395,U227,193726.99,online,desktop,Pune,morning,8,0,17,Yes,594,1,12/06/2024,Paytm
T02396,U642,22236.73,online,mobile,Singapore,night,22,1,115,Yes,472,0,22/12/2021,Paytm
T02397,U616,262308.49,transfer,mobile,Bangalore,night,0,0,107,Yes,915,1,13/12/2018,Paytm
T02398,U782,87682.89,ATM,mobile,Mumbai,night,4,0,125,Yes,154,1,15/09/2016,Paytm
T02399,U789,62042.02,POS,tablet,Dubai,night,22,1,42,No,180,0,05/02/2023,BharatPe
T02400,U730,196688.66,POS,desktop,Pune,afternoon,15,0,43,Yes,673,0,27/12/2020,Paytm
T02401,U298,115550.64,POS,desktop,Mumbai,afternoon,13,0,180,Yes,193,1,09/08/2020,BharatPe
T02402,U825,243175.56,online,tablet,Mumbai,morning,9,0,11,No,611,0,09/01/2024,BharatPe
T02403,U122,171421.83,POS,mobile,Pune,morning,11,0,155,Yes,403,1,02/09/2023,GPay
T02404,U236,123084.53,transfer,mobile,Bangalore,morning,9,0,4,Yes,100,0,12/11/2020,Others
T02405,U590,75482.05,POS,mobile,Kolkata,morning,10,0,21,Yes,973,0,01/04/2023,Paypal
T02406,U248,154033.4,online,desktop,Chennai,night,21,0,14,Yes,711,1,29/08/2021,Paytm
T02407,U574,172379.36,online,mobile,Dubai,night,0,1,112,Yes,595,1,26/06/2022,Paypal
T02408,U248,285154.18,transfer,desktop,Mumbai,evening,19,0,151,Yes,821,0,05/10/2023,BharatPe
T02409,U821,68079.68,ATM,mobile,Mumbai,night,4,0,153,Yes,803,1,07/03/2018,PhonePe
T02410,U340,259834.45,transfer,desktop,London,night,21,1,169,Yes,846,1,12/04/2022,PhonePe
T02411,U414,129922.94,ATM,tablet,Pune,morning,11,0,37,Yes,479,1,23/11/2022,Paypal
T02412,U207,208012.92,online,tablet,New York,evening,20,1,148,Yes,899,1,03/08/2017,Paytm
T02413,U533,234479.88,ATM,tablet,Delhi,afternoon,16,0,124,Yes,459,1,29/07/2016,BharatPe
T02414,U470,224442.15,online,tablet,Dubai,night,23,1,116,No,544,1,02/01/2019,GPay
T02415,U504,122655.0,ATM,mobile,Kolkata,afternoon,14,0,152,Yes,729,0,13/03/2017,PhonePe
T02416,U572,145833.23,transfer,mobile,New York,morning,9,1,146,Yes,580,1,27/10/2020,PhonePe
T02417,U990,87692.71,POS,mobile,New York,night,23,1,124,Yes,589,1,17/12/2018,BharatPe
T02418,U806,208845.71,online,desktop,Dubai,afternoon,12,1,89,Yes,674,1,02/10/2018,PhonePe
T02419,U923,204137.51,online,desktop,Mumbai,afternoon,15,0,127,Yes,151,0,01/01/2017,Paytm
T02420,U568,254457.74,transfer,mobile,Bangalore,morning,6,0,190,Yes,456,0,15/10/2022,Paypal
T02421,U658,215212.0,POS,mobile,Singapore,afternoon,14,1,169,No,330,1,19/01/2025,Paypal
T02422,U579,165273.79,online,mobile,New York,night,3,1,9,Yes,75,1,11/03/2020,PhonePe
T02423,U540,75642.84,online,desktop,New York,morning,9,1,158,Yes,665,1,10/08/2016,Others
T02424,U223,7874.77,online,desktop,Delhi,afternoon,12,0,129,Yes,189,0,19/09/2018,PhonePe
T02425,U991,273697.3,ATM,tablet,Pune,evening,19,0,130,Yes,632,1,28/11/2022,Others
T02426,U883,59079.78,online,desktop,Delhi,night,21,0,192,Yes,906,1,07/02/2020,Paytm
T02427,U531,151802.55,transfer,tablet,Kolkata,night,21,0,159,Yes,854,1,30/08/2016,PhonePe
T02428,U877,157799.19,ATM,mobile,New York,morning,10,1,181,Yes,581,1,02/09/2024,Paypal
T02429,U275,159789.47,POS,mobile,London,morning,5,1,40,Yes,620,1,29/06/2024,BharatPe
T02430,U585,278404.69,transfer,tablet,Dubai,afternoon,15,1,141,Yes,274,1,05/04/2022,GPay
T02431,U455,185939.16,POS,desktop,New York,night,4,1,174,Yes,352,1,05/03/2018,GPay
T02432,U598,145770.18,transfer,mobile,New York,morning,8,1,182,No,572,1,09/02/2022,BharatPe
T02433,U421,232075.98,ATM,desktop,Delhi,night,23,0,5,No,810,0,28/05/2019,BharatPe
T02434,U285,104319.61,ATM,tablet,Delhi,night,0,0,163,Yes,942,1,14/04/2018,BharatPe
T02435,U392,63861.61,online,desktop,Chennai,morning,8,0,172,Yes,553,0,19/03/2018,Paytm
T02436,U563,148095.02,transfer,desktop,Kolkata,night,4,0,140,No,837,0,08/05/2018,Paypal
T02437,U976,287249.84,online,desktop,Singapore,night,23,1,32,Yes,352,1,10/09/2016,Others
T02438,U789,258292.79,POS,mobile,Pune,afternoon,14,0,57,Yes,987,0,10/01/2025,GPay
T02439,U927,175149.79,POS,mobile,Kolkata,evening,20,0,166,Yes,101,1,25/09/2019,Paypal
T02440,U849,82938.53,ATM,desktop,Mumbai,morning,7,0,124,Yes,834,0,27/02/2021,GPay
T02441,U430,91322.72,online,mobile,Delhi,night,0,0,89,No,907,0,13/07/2023,Paytm
T02442,U756,122168.74,transfer,mobile,New York,night,23,1,146,Yes,677,1,26/04/2024,BharatPe
T02443,U775,252800.47,POS,desktop,Pune,evening,17,0,111,No,31,1,23/12/2023,GPay
T02444,U298,246762.57,online,desktop,Kolkata,evening,20,0,30,Yes,703,0,23/07/2024,PhonePe
T02445,U777,84716.95,transfer,tablet,Pune,afternoon,15,0,86,Yes,692,0,09/05/2021,BharatPe
T02446,U491,94814.07,transfer,tablet,Mumbai,evening,17,0,177,Yes,751,0,06/09/2017,GPay
T02447,U488,59760.84,transfer,mobile,Chennai,afternoon,16,0,150,No,378,0,04/06/2023,Others
T02448,U310,160576.44,online,tablet,Dubai,evening,17,1,196,Yes,138,1,05/07/2019,BharatPe
T02449,U885,3443.85,ATM,mobile,Kolkata,night,2,0,47,Yes,119,0,17/09/2020,PhonePe
T02450,U390,169672.78,POS,tablet,London,afternoon,14,1,44,Yes,31,1,08/04/2023,Paypal
T02451,U988,25647.5,ATM,desktop,Singapore,night,21,1,107,Yes,94,0,04/10/2016,Paytm
T02452,U600,63621.08,transfer,desktop,Singapore,night,3,1,176,No,765,1,26/08/2020,Others
T02453,U898,125639.18,POS,desktop,London,evening,19,1,116,Yes,926,1,14/03/2017,Others
T02454,U647,100610.08,transfer,desktop,Kolkata,night,4,0,152,Yes,904,0,21/09/2021,Others
T02455,U982,147837.43,online,desktop,Dubai,morning,8,1,105,Yes,773,1,24/01/2018,Paypal
T02456,U763,161010.28,ATM,desktop,Pune,morning,8,0,102,Yes,39,1,10/07/2016,Paypal
T02457,U763,256694.05,transfer,desktop,Kolkata,night,23,0,75,Yes,561,1,07/04/2020,GPay
T02458,U988,73621.15,transfer,mobile,London,night,1,1,68,Yes,661,1,20/03/2024,Paypal
T02459,U883,69864.94,POS,desktop,Bangalore,morning,7,0,34,Yes,664,1,08/03/2024,Paytm
T02460,U756,125042.83,POS,desktop,New York,night,1,1,123,Yes,118,1,12/07/2022,PhonePe
T02461,U474,214249.66,ATM,mobile,Bangalore,night,21,0,87,Yes,740,1,27/02/2020,Paytm
T02462,U795,60072.49,transfer,mobile,Chennai,morning,6,0,80,Yes,390,1,06/12/2020,GPay
T02463,U611,88254.55,online,desktop,Singapore,morning,6,1,38,Yes,954,0,22/08/2024,Others
T02464,U720,185328.96,online,desktop,Bangalore,evening,17,0,58,Yes,638,1,13/06/2025,GPay
T02465,U507,114682.84,online,tablet,Dubai,morning,9,1,173,Yes,509,1,29/03/2022,GPay
T02466,U632,171564.45,transfer,mobile,Pune,night,4,0,132,Yes,907,1,31/05/2017,Paytm
T02467,U370,213272.62,transfer,tablet,Dubai,afternoon,16,1,52,Yes,317,1,07/11/2017,Others
T02468,U186,158290.62,online,mobile,Kolkata,night,3,0,129,Yes,537,1,02/04/2019,Paytm
T02469,U114,296767.92,online,desktop,New York,afternoon,13,1,73,Yes,48,1,21/08/2020,Others
T02470,U610,275908.64,online,tablet,Mumbai,night,23,0,79,Yes,894,1,28/01/2023,Paytm
T02471,U835,248415.81,POS,desktop,Delhi,night,2,0,34,Yes,494,1,30/11/2017,GPay
T02472,U846,122143.09,POS,mobile,Mumbai,night,4,0,71,Yes,489,0,17/05/2022,BharatPe
T02473,U788,75077.88,transfer,mobile,Singapore,afternoon,12,1,30,Yes,92,1,07/10/2018,Paypal
T02474,U433,59696.88,ATM,tablet,Singapore,morning,9,1,93,Yes,668,1,03/05/2017,PhonePe
T02475,U329,180857.47,transfer,desktop,Kolkata,night,0,0,124,Yes,827,1,29/03/2021,Others
T02476,U937,30012.29,online,mobile,Chennai,night,21,0,125,Yes,257,0,04/10/2022,BharatPe
T02477,U539,61442.0,transfer,mobile,Singapore,afternoon,15,1,170,Yes,795,0,14/04/2024,PhonePe
T02478,U471,44830.79,transfer,mobile,London,morning,6,1,61,Yes,803,0,18/03/2016,BharatPe
T02479,U581,71780.58,online,desktop,Bangalore,morning,8,0,138,Yes,794,1,20/07/2022,PhonePe
T02480,U119,142246.86,ATM,mobile,Bangalore,night,2,0,15,Yes,932,1,10/06/2017,Others
T02481,U324,215371.85,ATM,desktop,Delhi,afternoon,15,0,191,Yes,496,1,12/06/2017,GPay
T02482,U125,81987.26,POS,desktop,Chennai,evening,17,0,178,No,971,0,30/06/2024,Paytm
T02483,U115,79573.26,online,mobile,Dubai,night,22,1,36,Yes,459,0,09/08/2016,PhonePe
T02484,U563,261898.26,POS,tablet,Singapore,evening,17,1,123,Yes,34,1,03/05/2021,GPay
T02485,U390,80599.77,POS,tablet,Mumbai,night,4,0,2,Yes,738,0,29/05/2016,GPay
T02486,U952,103126.71,transfer,tablet,London,night,1,1,52,Yes,471,1,18/02/2016,PhonePe
T02487,U642,94586.91,POS,mobile,Chennai,night,23,0,84,Yes,601,0,06/10/2024,GPay
T02488,U403,45357.82,ATM,desktop,Singapore,afternoon,14,1,5,Yes,822,0,27/04/2020,Paytm
T02489,U100,251334.82,transfer,tablet,Mumbai,evening,19,0,78,Yes,818,0,03/08/2017,Others
T02490,U850,218246.9,ATM,desktop,Singapore,afternoon,16,1,188,Yes,935,1,30/06/2019,PhonePe
T02491,U625,243943.62,online,tablet,Bangalore,afternoon,15,0,158,No,617,0,30/05/2019,PhonePe
T02492,U595,278411.75,transfer,tablet,London,morning,9,1,188,Yes,462,1,14/10/2019,Paytm
T02493,U618,278834.7,POS,desktop,Mumbai,morning,11,0,194,Yes,575,0,29/07/2022,GPay
T02494,U737,243115.08,ATM,tablet,Pune,morning,11,0,68,Yes,488,1,06/03/2020,Others
T02495,U586,159227.54,ATM,desktop,Bangalore,morning,8,0,27,Yes,905,0,21/09/2022,Paypal
T02496,U924,64186.06,POS,mobile,Dubai,night,0,1,160,Yes,662,1,26/10/2020,Paypal
T02497,U817,108636.02,ATM,desktop,New York,morning,5,1,93,Yes,459,1,03/09/2019,Paytm
T02498,U164,223943.26,online,desktop,New York,night,0,1,62,Yes,926,1,25/09/2025,Paypal
T02499,U124,48797.5,POS,desktop,Chennai,afternoon,15,0,47,No,107,0,18/04/2019,Others
T02500,U221,277336.12,transfer,desktop,London,night,22,1,81,Yes,708,1,31/03/2017,Others
T02501,U261,70063.15,POS,desktop,Singapore,night,22,1,109,No,810,0,19/10/2018,BharatPe
T02502,U451,43416.84,transfer,desktop,Mumbai,evening,20,0,17,Yes,399,0,26/01/2019,Paytm
T02503,U217,50416.8,transfer,mobile,Bangalore,evening,17,0,63,Yes,670,0,19/11/2021,Paypal
T02504,U755,166048.19,online,tablet,Singapore,evening,18,1,124,Yes,425,1,16/03/2025,PhonePe
T02505,U219,96155.87,ATM,mobile,Mumbai,afternoon,12,0,123,Yes,554,1,26/03/2021,Paytm
T02506,U680,139672.44,POS,desktop,Kolkata,night,23,0,164,Yes,530,0,03/12/2018,Others
T02507,U790,90966.12,POS,tablet,Chennai,evening,19,0,100,Yes,169,1,10/11/2024,Paytm
T02508,U536,11415.68,ATM,tablet,Mumbai,morning,6,0,94,Yes,226,0,15/09/2023,Paytm
T02509,U909,206551.82,POS,tablet,Dubai,evening,19,1,68,No,89,1,07/08/2024,Others
T02510,U268,72415.1,transfer,desktop,Delhi,morning,7,0,41,Yes,284,1,26/11/2022,Others
T02511,U622,12305.06,ATM,tablet,Dubai,morning,5,1,28,Yes,183,0,10/05/2020,GPay
T02512,U790,218432.74,ATM,tablet,Pune,morning,5,0,148,Yes,404,0,13/10/2016,Paypal
T02513,U637,164827.36,online,mobile,Pune,morning,6,0,32,Yes,962,1,14/08/2024,PhonePe
T02514,U796,194395.14,ATM,desktop,Bangalore,evening,20,0,80,Yes,772,1,11/12/2024,Paytm
T02515,U298,14670.11,transfer,tablet,Pune,evening,17,0,24,Yes,884,0,14/05/2020,Paytm
T02516,U158,31485.68,POS,tablet,Singapore,afternoon,14,1,24,Yes,573,0,11/11/2023,Paytm
T02517,U896,254529.66,transfer,desktop,Dubai,afternoon,16,1,164,Yes,644,1,16/07/2018,BharatPe
T02518,U704,22321.51,POS,mobile,Dubai,night,23,1,92,Yes,486,0,05/06/2016,Others
T02519,U588,105185.48,online,tablet,Bangalore,morning,5,0,14,Yes,779,1,22/03/2017,Paypal
T02520,U655,255411.65,transfer,desktop,Pune,evening,20,0,196,Yes,957,1,28/12/2021,Paypal
T02521,U412,140128.11,online,tablet,Dubai,afternoon,16,1,51,Yes,295,1,15/11/2022,GPay
T02522,U822,242372.45,online,tablet,London,evening,18,1,150,Yes,904,1,21/11/2018,PhonePe
T02523,U743,78341.68,online,tablet,Kolkata,morning,9,0,157,Yes,731,0,21/09/2020,BharatPe
T02524,U811,288414.1,online,tablet,London,evening,19,1,113,Yes,699,1,03/07/2025,PhonePe
T02525,U978,75506.42,online,tablet,London,morning,11,1,8,Yes,824,0,05/08/2021,BharatPe
T02526,U960,55703.58,ATM,tablet,Bangalore,morning,9,0,48,Yes,628,0,21/08/2020,Paypal
T02527,U827,54902.93,POS,desktop,Singapore,afternoon,14,1,6,Yes,831,1,01/12/2020,Paypal
T02528,U800,146159.02,ATM,desktop,Mumbai,evening,19,0,148,Yes,872,1,01/05/2018,PhonePe
T02529,U529,20095.21,transfer,tablet,Bangalore,evening,17,0,8,No,418,0,10/08/2022,Others
T02530,U345,208675.11,POS,tablet,Delhi,morning,7,0,165,Yes,608,0,25/08/2023,PhonePe
T02531,U712,215969.07,ATM,desktop,Chennai,morning,5,0,114,Yes,794,1,30/12/2022,Others
T02532,U610,107702.38,POS,desktop,Dubai,evening,17,1,52,Yes,676,1,20/01/2025,BharatPe
T02533,U791,216607.16,POS,tablet,Mumbai,morning,9,0,79,Yes,277,0,05/08/2018,Others
T02534,U655,211640.47,POS,desktop,London,afternoon,12,1,184,Yes,384,1,23/12/2022,Paytm
T02535,U633,235269.52,online,mobile,Chennai,morning,9,0,116,Yes,317,1,17/05/2023,GPay
T02536,U309,271776.89,transfer,mobile,Dubai,night,1,1,12,Yes,292,1,31/03/2022,BharatPe
T02537,U969,34076.86,POS,desktop,Bangalore,night,22,0,142,Yes,362,0,16/01/2022,Paytm
T02538,U749,100905.67,ATM,desktop,Singapore,morning,10,1,179,Yes,499,1,27/09/2019,GPay
T02539,U600,88984.38,ATM,tablet,Kolkata,morning,9,0,89,No,527,0,25/01/2016,Paypal
T02540,U901,260559.17,POS,tablet,London,morning,11,1,199,Yes,518,1,23/09/2022,PhonePe
T02541,U723,72777.17,transfer,desktop,New York,night,1,1,133,Yes,294,1,30/10/2018,Paytm
T02542,U585,273152.87,transfer,tablet,Chennai,night,4,0,106,Yes,881,1,04/01/2016,Others
T02543,U290,165428.98,POS,mobile,Bangalore,night,23,0,75,Yes,777,0,26/07/2016,GPay
T02544,U759,151160.67,ATM,mobile,New York,evening,17,1,23,Yes,506,1,07/05/2017,Paytm
T02545,U602,109336.93,online,mobile,Chennai,night,2,0,183,Yes,288,1,03/05/2023,Others
T02546,U491,148840.36,online,desktop,Chennai,evening,20,0,152,Yes,389,1,28/01/2020,Paytm
T02547,U387,289420.67,transfer,desktop,Bangalore,night,22,0,38,Yes,542,0,13/05/2018,BharatPe
T02548,U595,289008.53,transfer,mobile,Kolkata,night,23,0,92,Yes,909,0,23/06/2023,Paytm
T02549,U569,109006.75,transfer,desktop,Pune,night,23,0,3,Yes,31,1,09/10/2022,Paypal
T02550,U179,197253.82,online,desktop,Chennai,night,1,0,50,Yes,672,1,05/03/2016,Paytm
T02551,U116,162057.32,ATM,mobile,Bangalore,evening,19,0,118,Yes,751,1,27/02/2017,GPay
T02552,U717,50919.87,online,desktop,Bangalore,night,2,0,91,Yes,38,1,13/06/2016,BharatPe
T02553,U723,203170.72,POS,desktop,Pune,night,0,0,93,Yes,627,1,19/10/2017,PhonePe
T02554,U338,119595.5,ATM,desktop,Chennai,evening,18,0,76,Yes,604,0,14/10/2023,GPay
T02555,U346,191094.19,transfer,tablet,Delhi,afternoon,13,0,183,Yes,582,0,15/01/2025,Paytm
T02556,U422,280974.35,online,mobile,Mumbai,night,3,0,109,Yes,989,1,23/09/2016,Others
T02557,U491,87353.66,ATM,desktop,Bangalore,afternoon,14,0,136,Yes,745,1,08/06/2019,GPay
T02558,U665,260024.93,online,tablet,Mumbai,afternoon,16,0,6,Yes,566,1,05/02/2022,BharatPe
T02559,U775,131633.64,POS,mobile,Pune,night,2,0,26,Yes,906,1,13/02/2021,Paypal
T02560,U932,39084.85,transfer,tablet,Delhi,afternoon,16,0,103,Yes,637,0,04/01/2019,Others
T02561,U771,155111.57,online,tablet,Delhi,morning,9,0,167,Yes,973,0,12/11/2023,Paypal
T02562,U879,177812.23,transfer,desktop,Mumbai,afternoon,13,0,138,Yes,947,0,15/11/2016,Paytm
T02563,U774,217198.91,ATM,mobile,Mumbai,night,21,0,123,Yes,79,1,19/11/2020,BharatPe
T02564,U325,32044.34,transfer,desktop,New York,morning,8,1,47,Yes,920,0,08/10/2025,BharatPe
T02565,U848,249296.1,ATM,desktop,Kolkata,night,4,0,115,Yes,374,1,29/06/2016,PhonePe
T02566,U701,52322.28,POS,desktop,Delhi,night,0,0,175,Yes,555,0,30/12/2021,BharatPe
T02567,U116,7489.53,online,mobile,Delhi,night,0,0,22,Yes,786,0,31/03/2025,Others
T02568,U574,250814.83,transfer,tablet,Chennai,morning,6,0,56,Yes,890,0,28/10/2024,BharatPe
T02569,U228,75995.2,ATM,desktop,Pune,night,22,0,136,Yes,335,0,07/12/2024,PhonePe
T02570,U834,295356.59,transfer,tablet,London,evening,17,1,146,Yes,777,1,07/03/2016,BharatPe
T02571,U687,129256.66,online,tablet,Pune,night,3,0,64,Yes,383,1,27/04/2019,Paypal
T02572,U367,226980.51,POS,desktop,Chennai,evening,18,0,67,Yes,106,1,17/04/2017,Paypal
T02573,U974,223054.58,POS,tablet,New York,morning,9,1,152,Yes,498,1,19/08/2023,Others
T02574,U949,277485.1,transfer,desktop,Kolkata,afternoon,12,0,160,Yes,558,0,26/03/2025,PhonePe
T02575,U414,253042.05,ATM,desktop,Bangalore,night,1,0,114,Yes,113,0,11/01/2023,Paytm
T02576,U617,212616.65,ATM,desktop,Pune,afternoon,15,0,120,Yes,293,1,11/02/2019,GPay
T02577,U147,109974.47,online,desktop,Singapore,afternoon,13,1,72,Yes,848,1,11/08/2019,Paytm
T02578,U611,86359.31,online,mobile,London,morning,8,1,51,Yes,592,1,02/08/2018,BharatPe
T02579,U507,234391.66,transfer,desktop,London,evening,18,1,166,Yes,924,1,21/02/2017,BharatPe
T02580,U475,128279.54,transfer,mobile,Dubai,night,21,1,91,Yes,978,1,21/09/2024,Paytm
T02581,U534,217506.82,POS,desktop,Singapore,afternoon,16,1,101,Yes,722,1,29/09/2023,Paypal
T02582,U358,284806.19,POS,desktop,Pune,evening,17,0,198,Yes,137,0,08/07/2021,GPay
T02583,U989,176578.88,transfer,tablet,Delhi,night,23,0,94,Yes,772,0,30/11/2018,PhonePe
T02584,U731,21787.44,ATM,mobile,Mumbai,morning,10,0,62,Yes,169,0,03/09/2025,Others
T02585,U679,11852.63,transfer,tablet,Mumbai,night,4,0,81,No,381,0,11/03/2020,GPay
T02586,U823,248136.23,ATM,desktop,Chennai,night,2,0,145,Yes,891,1,19/03/2018,GPay
T02587,U833,271210.99,transfer,desktop,Chennai,evening,17,0,73,Yes,677,0,26/01/2016,PhonePe
T02588,U848,133488.43,POS,desktop,Chennai,morning,8,0,51,Yes,814,1,17/07/2024,Paypal
T02589,U952,49134.96,ATM,desktop,Singapore,afternoon,12,1,164,Yes,355,0,10/07/2019,Paypal
T02590,U773,296812.89,online,tablet,New York,evening,20,1,178,Yes,750,1,04/10/2017,PhonePe
T02591,U684,183366.36,ATM,mobile,Dubai,morning,9,1,169,Yes,447,1,20/10/2022,GPay
T02592,U106,141227.15,online,mobile,Kolkata,afternoon,15,0,77,Yes,790,0,16/12/2023,PhonePe
T02593,U506,168149.05,ATM,mobile,Bangalore,morning,11,0,64,Yes,670,0,29/08/2018,Others
T02594,U447,30870.64,POS,tablet,Dubai,evening,17,1,15,Yes,740,0,06/09/2018,Paytm
T02595,U163,134225.76,online,desktop,London,morning,8,1,121,Yes,421,1,01/01/2018,Paypal
T02596,U525,134350.78,POS,desktop,Chennai,morning,11,0,95,Yes,896,0,08/06/2023,GPay
T02597,U993,180525.67,ATM,mobile,Dubai,evening,19,1,13,Yes,725,1,10/11/2021,BharatPe
T02598,U939,185778.57,transfer,desktop,Dubai,afternoon,15,1,19,Yes,197,1,13/09/2020,Paytm
T02599,U402,65696.19,ATM,desktop,New York,night,3,1,165,Yes,468,1,22/06/2025,Paytm
T02600,U941,182859.64,ATM,tablet,Bangalore,afternoon,12,0,139,Yes,602,0,31/12/2017,Paypal
T02601,U537,178220.08,ATM,desktop,Bangalore,evening,19,0,29,Yes,662,0,04/12/2018,Others
T02602,U658,23742.69,ATM,tablet,Dubai,afternoon,14,1,168,No,599,0,15/10/2018,PhonePe
T02603,U916,86089.72,POS,desktop,Pune,night,22,0,45,Yes,443,1,29/11/2023,GPay
T02604,U724,7687.12,transfer,desktop,Kolkata,night,4,0,37,Yes,143,0,30/12/2019,PhonePe
T02605,U618,31119.29,ATM,mobile,Mumbai,night,2,0,140,Yes,433,0,16/12/2017,Others
T02606,U986,77155.45,ATM,desktop,New York,morning,10,1,58,Yes,90,0,03/01/2017,Paytm
T02607,U573,203655.93,transfer,mobile,Delhi,evening,18,0,199,Yes,724,0,06/06/2025,PhonePe
T02608,U274,251292.8,transfer,mobile,London,evening,17,1,154,Yes,63,1,24/01/2024,PhonePe
T02609,U249,146221.64,POS,desktop,Chennai,afternoon,16,0,164,Yes,865,1,23/10/2021,GPay
T02610,U701,24109.71,online,desktop,Chennai,night,0,0,67,Yes,742,0,24/11/2017,BharatPe
T02611,U375,276879.97,online,tablet,Chennai,evening,20,0,78,Yes,110,1,08/04/2017,PhonePe
T02612,U943,241380.35,online,desktop,Chennai,afternoon,16,0,151,Yes,865,1,04/02/2019,Paytm
T02613,U389,160317.65,ATM,mobile,Bangalore,night,3,0,121,Yes,90,1,23/08/2021,PhonePe
T02614,U174,165205.99,online,desktop,Kolkata,afternoon,16,0,164,No,269,0,07/11/2018,Others
T02615,U855,55316.33,POS,tablet,Delhi,morning,11,0,7,Yes,249,1,14/03/2024,Paypal
T02616,U230,51044.69,transfer,mobile,Chennai,morning,9,0,139,Yes,315,1,01/10/2022,Paypal
T02617,U481,231068.61,online,mobile,Singapore,morning,7,1,3,Yes,562,1,24/07/2023,Others
T02618,U347,289902.41,POS,mobile,Singapore,night,21,1,108,Yes,855,1,17/12/2022,GPay
T02619,U881,281212.24,online,tablet,Kolkata,evening,17,0,42,Yes,293,0,10/06/2021,Paypal
T02620,U186,275967.3,online,mobile,Bangalore,night,23,0,71,Yes,772,0,19/11/2025,Paypal
T02621,U679,186027.83,transfer,mobile,Kolkata,night,1,0,37,No,767,1,01/03/2024,PhonePe
T02622,U482,69760.21,ATM,mobile,New York,night,3,1,185,Yes,486,0,02/09/2022,Paypal
T02623,U582,45936.38,online,desktop,Singapore,night,2,1,118,Yes,113,0,22/05/2022,Paytm
T02624,U400,21994.36,POS,desktop,New York,afternoon,13,1,121,Yes,61,0,18/03/2018,Paypal
T02625,U611,261186.68,POS,tablet,Mumbai,night,23,0,115,Yes,785,1,22/07/2024,Paytm
T02626,U859,166160.31,ATM,desktop,Bangalore,afternoon,13,0,167,Yes,132,0,29/12/2025,BharatPe
T02627,U584,224966.89,transfer,mobile,London,morning,5,1,153,Yes,208,1,13/01/2016,BharatPe
T02628,U345,218744.09,POS,tablet,Mumbai,night,21,0,49,Yes,843,0,03/02/2023,BharatPe
T02629,U759,181762.16,online,mobile,Dubai,afternoon,13,1,9,Yes,400,1,10/12/2019,Paypal
T02630,U531,206748.02,ATM,mobile,Mumbai,afternoon,13,0,22,Yes,507,0,15/07/2016,Paypal
T02631,U337,55380.06,ATM,mobile,Bangalore,night,4,0,185,Yes,782,0,15/12/2017,Paypal
T02632,U475,166269.9,ATM,tablet,London,afternoon,16,1,47,Yes,649,1,09/03/2016,GPay
T02633,U495,106159.06,POS,mobile,Bangalore,afternoon,12,0,132,Yes,889,1,15/09/2024,Others
T02634,U321,36179.15,ATM,mobile,Chennai,morning,10,0,125,Yes,892,0,21/10/2021,PhonePe
T02635,U317,133376.27,ATM,tablet,Pune,afternoon,13,0,65,Yes,514,1,08/10/2023,Paypal
T02636,U902,35364.67,transfer,tablet,Mumbai,afternoon,13,0,89,Yes,838,0,23/05/2020,Others
T02637,U847,215543.76,ATM,desktop,Chennai,afternoon,14,0,168,Yes,850,1,03/11/2017,Paypal
T02638,U957,133465.76,online,mobile,Mumbai,morning,5,0,114,Yes,70,1,22/01/2016,PhonePe
T02639,U282,230169.46,ATM,tablet,Singapore,morning,8,1,119,No,68,1,20/12/2019,Paytm
T02640,U861,222244.15,POS,mobile,Bangalore,night,4,0,110,Yes,611,0,11/02/2020,Paypal
